department,job_level,country,I am proud to work for this company.,I would recommend this company as a great place to work.,I feel motivated to do my best every day.,I see myself still working here in two years.,My work gives me a sense of personal accomplishment.,I trust the decisions made by senior leadership.,Leaders communicate a clear vision for the future.,I feel well-informed about what is going on.,Senior leaders are visible and approachable.,Leadership lives the values of the company.,My manager treats me with respect.,My manager gives me regular and useful feedback.,My manager supports my professional development.,My manager communicates clearly and effectively.,My manager motivates me to do my best work.,My team works well together.,I feel supported by my colleagues.,There is a strong sense of trust within my team.,People on my team help each other succeed.,I feel like I belong on my team.,I have the tools and resources I need.,I understand what is expected of me.,I can make decisions that affect my work.,I have the autonomy I need to be effective.,I can be myself at work without fear.,I have access to learning and development opportunities.,I am satisfied with the career opportunities available.,My development is a priority for my manager.,I am encouraged to develop new skills.,I have a clear understanding of how to progress.,I feel valued for the work I do.,I receive recognition when I do good work.,My contributions are acknowledged by my manager.,I maintain a healthy work-life balance.,My workload is manageable.,The company cares about my wellbeing.,I feel comfortable taking time off.,I can talk openly about stress or mental health.,I feel treated fairly regardless of background.,Diverse perspectives are valued in my team.,I feel a sense of belonging.,The company fosters an inclusive environment.,The company adapts quickly to change.,I am comfortable with the pace of change.,Innovation is encouraged.,We can respond to future challenges.,Communication across departments is effective.,I know where to find needed information.,Feedback from employees is taken seriously.,Internal communications are clear and timely.,I am fairly compensated.,The benefits meet my needs.,My pay reflects my performance.,People here act with integrity.,The company lives its values.,performance_24,tenure_years,leaving_date,employee_status,Benchmark: I am proud to work for this company.,Benchmark: I would recommend this company as a great place to work.,Benchmark: I feel motivated to do my best every day.,Benchmark: I see myself still working here in two years.,Benchmark: My work gives me a sense of personal accomplishment.,Benchmark: I trust the decisions made by senior leadership.,Benchmark: Leaders communicate a clear vision for the future.,Benchmark: I feel well-informed about what is going on.,Benchmark: Senior leaders are visible and approachable.,Benchmark: Leadership lives the values of the company.,Benchmark: My manager treats me with respect.,Benchmark: My manager gives me regular and useful feedback.,Benchmark: My manager supports my professional development.,Benchmark: My manager communicates clearly and effectively.,Benchmark: My manager motivates me to do my best work.,Benchmark: My team works well together.,Benchmark: I feel supported by my colleagues.,Benchmark: There is a strong sense of trust within my team.,Benchmark: People on my team help each other succeed.,Benchmark: I feel like I belong on my team.,Benchmark: I have the tools and resources I need.,Benchmark: I understand what is expected of me.,Benchmark: I can make decisions that affect my work.,Benchmark: I have the autonomy I need to be effective.,Benchmark: I can be myself at work without fear.,Benchmark: I have access to learning and development opportunities.,Benchmark: I am satisfied with the career opportunities available.,Benchmark: My development is a priority for my manager.,Benchmark: I am encouraged to develop new skills.,Benchmark: I have a clear understanding of how to progress.,Benchmark: I feel valued for the work I do.,Benchmark: I receive recognition when I do good work.,Benchmark: My contributions are acknowledged by my manager.,Benchmark: I maintain a healthy work-life balance.,Benchmark: My workload is manageable.,Benchmark: The company cares about my wellbeing.,Benchmark: I feel comfortable taking time off.,Benchmark: I can talk openly about stress or mental health.,Benchmark: I feel treated fairly regardless of background.,Benchmark: Diverse perspectives are valued in my team.,Benchmark: I feel a sense of belonging.,Benchmark: The company fosters an inclusive environment.,Benchmark: The company adapts quickly to change.,Benchmark: I am comfortable with the pace of change.,Benchmark: Innovation is encouraged.,Benchmark: We can respond to future challenges.,Benchmark: Communication across departments is effective.,Benchmark: I know where to find needed information.,Benchmark: Feedback from employees is taken seriously.,Benchmark: Internal communications are clear and timely.,Benchmark: I am fairly compensated.,Benchmark: The benefits meet my needs.,Benchmark: My pay reflects my performance.,Benchmark: People here act with integrity.,Benchmark: The company lives its values.,survey_id
Marketing,Specialist/ Supervisor,Germany,2,3,3,4,5,4,5,4,5,3,5,5,3,4,3,3,3,5,4,5,5,5,5,4,5,5,5,4,5,5,3,5,4,4,3,5,3,4,4,2,5,3,3,3,5,4,3,4,3,5,3,4,4,5,5,3,3.4,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,KbF2Kycptx
Customer Service,Specialist/ Supervisor,Italy,5,5,6,5,6,5,3,6,5,4,7,4,6,5,5,5,6,4,5,6,5,5,5,5,5,6,6,6,6,5,5,6,5,4,6,6,5,5,5,6,6,4,4,5,6,5,5,5,4,5,4,5,6,6,6,4,2.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,nbvaaDdZf2
Production,Manager/ Senior Specialist,Germany,4,6,5,6,6,5,5,4,5,4,6,5,5,5,6,6,6,6,5,6,4,5,2,5,5,3,5,6,5,5,5,5,6,3,4,5,3,2,6,5,6,5,5,6,6,5,5,4,4,5,4,5,5,5,6,3,1.8,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,X6pTceA3k1
Sales,Entry Level/ Manual,Germany,5,5,5,5,6,5,5,5,5,4,7,5,6,5,5,5,5,5,5,6,6,4,4,3,6,6,6,6,6,4,6,5,6,4,5,5,4,6,6,5,6,6,4,6,5,6,4,6,5,6,5,4,5,6,6,2,1.2,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,lQ9XCMwh4r
Sales,Specialist/ Supervisor,Netherlands,5,5,4,5,6,3,6,6,5,3,6,5,6,6,6,6,6,6,6,6,4,4,6,5,6,5,6,4,5,6,6,5,5,5,6,4,6,3,4,6,6,5,6,5,6,5,4,5,3,5,4,4,4,6,5,3,4,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,idnJH40vFx
Production,Entry Level/ Manual,Czechia,7,7,6,6,7,7,6,6,4,6,7,6,6,5,6,7,7,6,7,6,5,6,6,6,4,7,7,6,6,7,7,6,6,5,5,7,6,5,6,6,7,6,5,7,6,6,4,6,5,5,4,6,7,6,5,5,13,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,k6XFAxXdLa
R&D,Specialist/ Supervisor,Germany,6,6,6,5,7,6,5,5,4,4,6,7,6,5,7,5,6,7,7,6,5,6,6,5,6,5,6,5,6,6,6,6,6,4,5,5,6,4,6,6,6,5,4,5,5,4,4,5,6,5,5,6,6,5,5,5,0.8,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,XbdykJ4hmg
Production,Entry Level/ Manual,Czechia,5,5,5,5,6,5,6,5,5,4,6,6,5,4,6,6,5,6,6,5,6,6,4,5,5,5,6,6,5,6,5,6,4,4,5,3,5,5,4,5,5,5,4,5,5,5,4,5,4,6,6,6,5,5,5,4,13,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,HspQJ6GD3U
Marketing,Entry Level/ Manual,Germany,6,6,6,7,5,6,6,5,4,7,7,6,6,7,5,5,7,7,7,7,5,6,7,6,5,6,6,7,4,6,7,7,7,3,6,5,7,7,6,4,7,5,6,6,7,5,4,5,6,6,6,6,4,7,6,5,2.3,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,qhcfamfJDA
Production,Entry Level/ Manual,Germany,4,3,4,5,5,4,3,5,4,5,6,4,3,5,4,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,3,3,5,5,3,5,5,3,4,1,5,5,5,4,5,3,3,3,5,5,5,4,4,11.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,i8tU7VabVY
Production,Entry Level/ Manual,Czechia,5,7,6,7,5,5,6,6,4,4,6,6,6,6,6,7,7,5,7,6,6,6,5,6,5,6,6,5,6,5,6,6,6,7,5,6,6,5,6,7,7,6,4,5,6,5,3,6,5,6,6,6,5,7,5,4,2.4,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,JXOkCOBc97
Marketing,Entry Level/ Manual,Germany,6,6,6,7,7,5,5,7,6,5,7,6,7,7,7,7,6,7,6,7,5,5,6,6,6,6,5,7,7,7,6,6,7,6,5,6,5,6,7,6,6,6,7,6,7,5,5,5,7,7,7,6,6,7,6,4,1.9,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,zgFJMEdD6A
Production,Entry Level/ Manual,Czechia,4,4,4,4,4,5,5,5,3,3,5,5,5,5,3,5,5,5,4,6,4,5,4,4,5,5,5,4,4,3,4,5,6,4,4,6,5,4,5,5,5,4,4,5,5,6,4,4,3,5,5,4,4,5,6,4,8.6,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,JVHzCqPCP2
Finance,Specialist/ Supervisor,Germany,6,6,6,7,7,7,5,7,4,7,7,6,7,7,6,7,7,7,7,7,7,7,6,7,7,7,7,5,5,7,6,6,7,7,6,7,6,5,5,5,6,5,6,6,6,5,4,5,5,6,7,7,6,6,6,5,1.8,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,pzzoE2l6Va
Production,Entry Level/ Manual,Germany,6,6,6,6,7,4,6,6,4,5,7,7,7,6,5,7,7,5,7,7,5,6,6,6,7,6,6,7,6,5,7,6,7,4,5,4,6,5,5,5,7,5,6,5,6,4,6,6,5,5,7,7,6,7,6,4,1.2,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,VnXNoEWZFg
Customer Service,Specialist/ Supervisor,Germany,6,6,6,6,6,4,6,6,4,5,7,5,6,5,5,7,6,6,6,7,5,6,5,5,4,6,5,6,5,5,6,6,6,5,6,4,6,4,5,5,6,6,5,4,6,6,5,3,3,4,5,6,5,7,5,3,3.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,3W223sv8xz
Production,Manager/ Senior Specialist,Germany,5,5,5,5,6,4,5,5,5,4,5,6,4,6,6,6,6,6,6,6,5,5,6,6,5,5,5,6,5,6,5,6,6,4,6,5,5,4,5,6,5,5,3,5,6,4,5,6,6,4,2,6,6,6,6,5,4.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,NKjErExRG0
Production,Entry Level/ Manual,Germany,6,6,6,5,7,5,5,6,5,6,6,6,6,5,6,7,7,7,6,6,6,6,5,5,4,6,6,4,6,6,5,7,5,4,4,4,5,4,6,5,6,5,3,5,5,5,4,4,4,4,6,6,6,7,6,4,3.6,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,pBB8Jyz7H3
Production,Entry Level/ Manual,Germany,5,5,6,5,6,6,6,4,4,5,5,5,5,3,5,5,6,6,6,6,5,6,5,6,4,5,6,5,5,4,5,6,4,4,5,3,6,5,6,6,6,6,6,4,6,5,4,4,6,5,5,5,6,6,5,4,4.4,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,vPb015UR7u
R&D,Specialist/ Supervisor,Czechia,5,5,5,6,6,7,5,4,4,6,7,6,6,4,5,6,6,6,6,6,6,7,6,4,5,6,5,7,5,5,6,6,6,4,6,6,6,5,5,6,4,5,3,4,6,4,7,5,4,6,6,5,6,7,6,3,1.8,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,tcKDh7kW7A
Production,Entry Level/ Manual,Czechia,5,4,5,5,6,5,5,5,4,6,6,6,5,4,5,5,6,5,6,6,5,6,5,5,6,5,6,4,6,5,6,6,6,6,5,6,5,5,5,6,6,6,4,4,5,5,5,6,4,4,4,4,5,6,5,5,10.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,o9uOqcHGL3
Production,Entry Level/ Manual,Germany,6,5,6,6,6,5,6,6,5,5,7,6,6,5,6,6,6,6,6,6,5,6,6,5,5,6,6,5,6,6,6,6,6,4,5,6,6,5,5,5,5,6,5,5,5,5,4,6,4,6,6,6,5,6,5,4,9.2,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,bL9Apr8SLN
Sales,Manager/ Senior Specialist,Germany,5,6,6,5,6,5,5,4,6,5,6,6,6,4,5,6,6,6,5,6,6,6,5,4,6,6,6,5,5,5,6,5,6,4,6,5,6,4,5,6,6,6,5,5,6,4,4,3,4,5,6,6,5,6,6,4,2,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,NdXScTbL9R
Production,Entry Level/ Manual,Germany,7,6,6,7,7,5,6,6,6,5,7,6,6,6,5,7,7,6,7,7,6,6,6,5,5,6,6,6,4,4,5,6,6,5,5,6,6,4,6,6,7,5,6,4,7,6,5,5,6,6,6,6,6,5,6,4,7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,2mY5hNRmJo
Production,Entry Level/ Manual,Czechia,7,7,5,6,7,7,5,6,6,5,7,7,6,5,6,6,6,5,7,7,6,7,6,7,7,6,7,7,7,6,6,7,7,5,5,6,6,5,4,6,7,5,5,7,6,7,5,6,5,5,6,7,7,6,5,5,7.1,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,N4rgIlaexC
Production,Entry Level/ Manual,Czechia,5,6,5,6,6,6,6,6,5,5,6,4,6,5,4,7,6,6,6,6,4,4,3,5,5,5,6,6,5,5,6,6,6,5,5,4,4,4,5,5,6,6,5,6,5,5,5,6,5,5,5,5,6,6,6,4,7.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,4yf0u8n28Z
Production,Entry Level/ Manual,Czechia,5,5,5,5,6,4,6,6,4,5,6,5,5,5,5,6,5,5,6,5,5,6,5,5,5,6,6,5,5,4,6,5,6,5,6,4,4,5,4,4,6,6,4,5,5,6,5,6,4,6,5,5,5,5,4,4,13.6,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,vT9H4YQKCw
Customer Service,Entry Level/ Manual,Germany,5,4,4,5,6,4,4,5,3,3,5,6,5,5,5,4,5,5,5,4,4,6,6,5,5,6,5,4,5,4,5,4,6,6,3,4,4,4,5,5,5,5,4,6,5,3,3,6,4,3,5,5,6,6,5,4,1.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,BKxUBHdChU
Production,Entry Level/ Manual,Czechia,6,7,6,7,7,5,6,5,6,6,5,6,7,6,6,7,6,6,6,7,5,6,5,6,6,6,4,5,6,6,6,6,6,5,5,6,6,4,6,5,6,6,5,4,7,5,5,4,6,7,5,5,5,7,6,4,2.8,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,HFhoEGRInH
R&D,Entry Level/ Manual,Czechia,7,7,7,6,7,7,7,5,6,7,7,6,7,6,7,7,7,6,7,6,5,7,6,6,5,5,6,7,4,5,7,7,6,5,7,7,6,4,6,7,7,6,5,6,7,5,6,6,4,6,6,7,3,7,5,4,3.4,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,y12sMS5PWm
Production,Entry Level/ Manual,Czechia,4,4,4,5,6,5,5,5,3,4,5,5,5,4,4,6,5,6,5,6,4,5,2,5,5,3,5,5,5,5,6,5,5,5,5,5,5,4,5,6,5,5,3,5,5,3,5,4,4,5,3,4,4,6,5,4,1.3,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,0vKpVH0iYK
Marketing,Manager/ Senior Specialist,Germany,7,7,6,5,7,5,5,5,6,5,7,7,7,7,7,7,5,7,6,7,7,7,5,7,6,7,5,5,4,6,6,7,7,5,6,5,5,6,7,6,5,7,5,5,6,7,6,5,5,5,5,7,5,6,7,4,1.7,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,BExN2ZZ80J
Production,Entry Level/ Manual,Czechia,5,5,5,4,6,4,6,4,5,5,6,6,6,6,6,6,6,5,6,5,5,5,5,4,5,3,5,5,6,3,5,5,5,5,4,6,5,5,5,5,6,5,5,5,4,6,4,5,5,4,5,5,5,6,6,3,15,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,0s2CWfkRG6
HR,Specialist/ Supervisor,Germany,6,7,7,7,7,5,6,5,6,7,7,7,7,6,7,6,7,7,7,7,6,7,5,6,6,6,6,6,7,7,7,7,7,7,6,4,7,5,6,6,7,7,5,7,6,7,5,5,6,6,5,7,6,7,7,5,3.9,NA,Current,5.8,5.6,5.4,5.5,5.6,5.1,5,5.2,4.8,5,6,5.3,5.4,5.5,5.6,5.7,5.8,5.5,5.6,5.7,5.6,6,5.5,5.6,5.4,5.3,4.9,5.2,5.4,5,5.4,5.3,5.5,5.3,5.1,5.2,5.8,5,5.6,5.5,5.5,5.4,5,5.2,5.3,5.4,4.8,5.3,4.9,5.2,4.8,5.2,4.6,5.6,5.3,SyqV9Zu6h7
